name,Age,Overall,Potential,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Position,Height,Weight,Release Clause
Y. Oyanedel,17,58,78,1K,1551,Left,1,3,2,LB,5'7,146lbs,528K
Lim Eun Soo,22,58,65,1K,1496,Right,1,2,2,LCM,6'0,150lbs,261K
R. van Doorn,19,58,66,1K,1305,Right,1,3,2,CB,6'0,170lbs,264K
J. Harris,31,58,58,2K,1587,Right,1,2,2,CM,5'7,161lbs,193K
José Uche,18,58,69,1K,1381,Left,1,2,2,CB,6'0,161lbs,432K
M. Arturia,20,58,67,2K,1363,Right,1,3,2,ST,6'2,168lbs,340K
K. Goba,30,58,58,1K,1388,Right,1,3,2,ST,6'1,181lbs,210K
E. Bansen,20,58,69,1K,819,Right,1,3,1,GK,6'5,201lbs,289K
J. Lunney,20,58,71,1K,1604,Left,1,3,3,CM,5'9,154lbs,522K
M. Cooper,18,58,78,1K,877,Right,1,3,1,GK,5'11,165lbs,578K
J. Orellana,21,58,68,1K,1302,Right,1,2,2,CB,6'4,165lbs,297K
B. Kavlak,21,58,66,2K,1393,Right,1,2,2,ST,5'10,143lbs,418K
G. Abregú,20,58,68,1K,1424,Right,1,3,2,RB,5'7,148lbs,297K
J. Doona,20,58,70,1K,1543,Right,1,3,2,RM,5'10,141lbs,403K
R. Blumberg,19,58,72,1K,1330,Left,1,2,2,CB,5'7,143lbs,594K
M. Panos,21,58,65,3K,1464,Right,1,2,2,RB,5'11,174lbs,315K
C. Coleman,21,58,67,1K,1624,Right,1,2,2,RDM,5'11,154lbs,350K
M. O'Riley,17,58,78,3K,1508,Left,1,3,2,CM,6'2,170lbs,725K
A. Gafaiti,23,58,66,1K,1287,Right,1,3,2,CB,6'1,168lbs,312K
P. Edwards,32,58,58,2K,1575,Right,1,3,2,RWB,5'8,157lbs,123K
G. Lapslie,20,58,71,1K,1457,Right,1,3,2,CM,5'8,146lbs,570K
M. Gonzalez,20,58,69,1K,953,Right,1,3,1,GK,5'9,183lbs,264K
L. Ingolotti,18,58,80,1K,903,Right,1,2,1,GK,5'11,172lbs,588K
G. Pozos,25,58,62,3K,906,Right,1,3,1,GK,5'11,159lbs,213K
A. Aliev,21,58,65,1K,1402,Right,1,3,2,ST,6'2,183lbs,261K
M. Bauer,18,58,73,1K,1285,Right,1,3,2,CB,6'2,174lbs,631K
B. Sielewski,33,58,58,1K,1448,Right,1,2,2,CB,6'2,183lbs,68K
A. Talal,22,58,68,1K,1578,Left,1,3,2,CDM,5'9,150lbs,351K
K. Schlotterbeck,21,58,68,2K,1258,Left,1,3,2,CB,6'2,185lbs,360K
G. Kilama,19,58,71,1K,1520,Left,1,3,2,LB,5'11,157lbs,499K
J. Debayo,21,58,66,1K,1448,Left,1,3,2,LB,6'0,150lbs,312K
B. Chapman,19,58,67,1K,1668,Right,1,4,2,CM,5'9,152lbs,371K
V. Gendrey,18,58,70,1K,1462,Right,1,2,2,RB,5'10,165lbs,396K
Li Shenglong,25,58,60,2K,1515,Right,1,3,2,ST,5'11,165lbs,364K
M. Schlegel,21,58,68,1K,1481,Left,1,3,2,LM,6'1,165lbs,347K
S. Quigley,25,58,60,2K,1405,Right,1,3,2,ST,6'4,183lbs,
Y. Bangsow,20,58,69,1K,905,Right,1,4,1,GK,6'4,185lbs,281K
M. Leahy,29,58,59,1K,1212,Right,1,3,2,CB,6'1,172lbs,179K
S. Solli,20,58,66,1K,1524,Right,1,3,2,RW,5'9,154lbs,276K
M. Firlej,21,58,65,1K,1458,Right,1,2,2,ST,5'11,168lbs,279K
H. Bos,25,58,60,1K,1656,Right,1,4,2,CM,5'8,141lbs,229K
J. Bird,20,58,66,1K,1575,Right,1,2,2,CM,5'9,137lbs,371K
V. Arveladze,20,58,65,1K,1356,Right,1,2,2,ST,6'0,161lbs,279K
K. Kirihata,31,58,58,1K,780,Right,1,3,1,GK,6'2,170lbs,100K
A. Penny,21,58,70,1K,1226,Right,1,2,2,CB,6'1,161lbs,390K
J. von Moos,17,58,84,2K,1421,Left,1,3,2,ST,5'10,157lbs,700K
G. Boylan,22,58,66,1K,1498,Right,1,4,2,RB,5'10,159lbs,280K
I. Chicco,22,58,68,1K,900,Right,1,3,1,GK,6'1,176lbs,272K
H. Arslan,29,58,58,2K,1422,Left,1,2,2,LB,5'10,165lbs,195K
A. Nalic,20,58,71,1K,1523,Right,1,3,3,CAM,6'3,172lbs,481K
D. Rodríguez,20,58,71,2K,1320,Right,1,2,2,CB,5'9,176lbs,512K
S. Karweina,19,58,69,1K,1385,Right,1,3,2,ST,5'8,143lbs,347K
Fabio,22,58,66,1K,1297,Right,1,3,2,CB,6'2,198lbs,232K
M. Harness,22,58,62,1K,1435,Right,1,3,3,RM,6'0,154lbs,310K
C. Rzonca,21,58,65,1K,1476,Right,1,3,2,CAM,5'6,146lbs,279K
A. Manzur,17,58,75,1K,1562,Right,1,3,2,CM,5'7,143lbs,519K
S. Bone,19,58,73,1K,1415,Right,1,2,2,CDM,6'0,187lbs,544K
T. Sopacua,18,58,69,1K,1443,Right,1,2,2,RB,5'9,154lbs,281K
H. Takimoto,21,58,68,1K,818,Right,1,3,1,GK,6'3,174lbs,232K
Geng Xiaofeng,30,58,58,2K,979,Right,1,3,1,GK,6'4,172lbs,172K
M. Soldo,21,58,70,1K,988,Right,1,3,1,GK,6'1,190lbs,297K
K. Petratos,20,58,68,1K,1473,Right,1,3,2,LM,5'11,174lbs,305K
N. Giménez,21,58,71,2K,1484,Right,1,3,2,RB,6'0,165lbs,468K
Wang Xiaole,21,58,67,2K,1640,Right,1,3,2,CM,5'11,148lbs,480K
L. Schaffran,19,58,70,1K,869,Right,1,3,1,GK,6'1,181lbs,298K
A. Fox,25,58,60,2K,1562,Left,1,2,2,LB,5'11,174lbs,237K
R. Cooney,18,58,69,1K,1574,Right,1,3,2,RWB,5'9,150lbs,332K
N. Samayoa,22,58,67,1K,1272,Right,1,2,2,CB,6'2,174lbs,281K
A. Soukouna,28,58,58,1K,1473,Right,1,2,2,ST,6'0,168lbs,228K
I. Bolaño,20,58,72,2K,1577,Right,1,3,2,RM,5'7,168lbs,595K
K. Ogawa,20,58,69,1K,1368,Right,1,3,2,ST,6'0,170lbs,319K
K. Fegrouche,36,58,58,1K,1008,Right,1,2,1,GK,6'1,168lbs,25K
Lee Ho Seok,27,58,59,1K,1643,Right,1,3,2,CM,5'8,143lbs,
H. Balic,22,58,62,2K,1429,Right,1,3,3,LW,6'0,165lbs,259K
F. Lauenborg,21,58,66,1K,1519,Right,1,3,2,CM,5'11,163lbs,276K
K. Saka,23,58,64,1K,1336,Right,1,3,2,CB,5'9,159lbs,218K
K. Buckley,26,58,60,1K,1687,Right,1,3,2,RDM,5'11,157lbs,211K
L. Scott,21,58,68,1K,1418,Right,1,3,2,ST,5'11,154lbs,305K
A. Torres,22,58,69,3K,1116,Right,1,2,1,GK,6'2,183lbs,323K
S. McMann,21,58,67,1K,1439,Right,1,3,2,LB,5'11,154lbs,332K
A. Rosteghin,18,58,78,1K,944,Left,1,2,1,GK,5'11,165lbs,536K
A. Wheeler-Omiunu,23,58,64,1K,1599,Right,1,2,2,CM,5'9,174lbs,289K
N. Awuku,18,58,77,1K,1397,Right,1,3,2,ST,6'0,185lbs,566K
B. García,20,58,66,2K,1561,Left,1,3,2,LM,5'6,137lbs,361K
D. Riccardi,22,58,69,1K,1261,Right,1,3,2,CB,6'2,161lbs,333K
M. Meli,18,58,78,4K,1454,Right,1,3,3,RW,5'10,154lbs,702K
D. Petersson,23,58,63,1K,1016,Right,1,1,1,GK,6'1,170lbs,159K
E. Pauchet,21,58,67,1K,907,Right,1,2,1,GK,6'0,150lbs,293K
S. Farelli,35,58,58,1K,1033,Right,1,1,1,GK,6'1,181lbs,47K
E. Gründemann,19,58,74,1K,818,Right,1,3,1,GK,6'1,192lbs,477K
M. Ludwig,19,58,70,1K,1523,Right,1,2,2,ST,6'0,165lbs,363K
E. Pletinckx,17,58,76,1K,1256,Right,1,3,2,CB,6'3,187lbs,489K
A. Elyounoussi,19,58,72,1K,1466,Right,1,3,3,LM,5'10,150lbs,506K
M. Simakan,18,58,69,1K,1301,Right,1,2,2,CB,6'2,181lbs,396K
G. Kyrnats,20,58,68,1K,883,Right,1,2,1,GK,6'2,174lbs,384K
S. Hiramatsu,25,58,61,1K,1300,Right,1,3,2,ST,6'0,170lbs,212K
N. Gómez,21,58,64,2K,1455,Right,1,3,2,RB,5'10,163lbs,255K
N. Ralph,25,58,62,1K,1576,Left,1,3,2,LB,5'9,154lbs,256K
J. Italiano,16,58,79,1K,1434,Right,1,2,3,LM,5'7,143lbs,630K
A. Ceesay,24,58,64,2K,1530,Left,1,3,2,LW,6'2,165lbs,281K
M. Awaji,23,58,65,3K,1036,Right,1,2,1,GK,6'1,159lbs,241K
N. Baeza,21,58,64,1K,1516,Right,1,3,2,LB,5'9,165lbs,233K
C. Ross,24,58,64,1K,1406,Left,1,2,2,LB,5'11,154lbs,233K
Yuan Mincheng,22,58,66,1K,1226,Right,1,2,2,RCB,6'2,172lbs,376K
C. Baldovino,21,58,72,1K,845,Right,1,2,1,GK,6'4,194lbs,454K
M. Rudakov,22,58,70,1K,965,Right,1,2,1,GK,6'2,165lbs,423K
Han Rongze,25,58,63,2K,972,Right,1,3,1,GK,6'3,154lbs,267K
J. Sbarra,19,58,77,1K,1542,Right,1,3,2,CAM,5'6,154lbs,641K
F. Marín,20,58,68,2K,1539,Right,1,3,2,CDM,5'10,163lbs,306K
J. Romero,17,58,81,1K,1484,Right,1,3,2,ST,5'3,130lbs,700K
R. Borkała,19,58,72,1K,1490,Right,1,2,2,RM,5'9,159lbs,533K
P. Magnon,22,58,65,1K,1474,Right,1,3,2,RM,5'10,152lbs,351K
Marcos Lavín,21,58,69,1K,906,Right,1,3,1,GK,6'2,174lbs,298K
C. Quenum,25,58,62,1K,1368,Left,1,2,2,LB,6'0,176lbs,256K
Y. Akiyama,23,58,64,1K,1576,Right,1,2,3,LM,5'7,150lbs,218K
S. Parlati,21,58,70,1K,1559,Right,1,3,2,CM,5'9,159lbs,403K
A. Appiah,17,58,81,4K,1424,Left,1,3,3,RW,5'8,139lbs,812K
L. Klemenz,22,58,67,1K,1258,Right,1,3,2,CB,6'3,194lbs,264K
P. Tomczyk,20,58,64,1K,1355,Right,1,2,2,ST,6'0,168lbs,279K
A. Oteh,19,58,74,1K,1418,Right,1,3,2,ST,6'0,161lbs,707K
K. Hattanda,28,58,58,1K,1433,Right,1,3,2,CAM,5'7,141lbs,163K
M. Bayo,20,58,67,1K,1456,Right,1,3,2,ST,6'2,168lbs,390K
H. Hyseni,25,58,61,2K,1394,Right,1,2,2,ST,6'4,194lbs,260K
N. D'Agostino,20,58,68,1K,1439,Right,1,4,2,ST,5'9,165lbs,305K
M. Jeahze,21,58,64,1K,1571,Left,1,2,2,LB,5'5,143lbs,218K
N. Gallardo,20,58,71,2K,1464,Left,1,3,2,LB,5'10,159lbs,446K
C. Trejo,18,58,77,2K,1398,Right,1,3,2,ST,5'10,154lbs,605K
S. High,17,58,74,3K,1544,Right,1,3,2,CM,5'10,143lbs,631K
L. Maniero,19,58,75,1K,1580,Right,1,3,2,CM,5'9,157lbs,587K
M. Obiero,17,58,73,3K,1412,Right,1,2,2,ST,5'10,150lbs,631K
C. Maycock,20,58,68,1K,1502,Right,1,3,2,CDM,6'0,157lbs,
T. Attis,18,58,75,1K,1401,Right,1,3,2,ST,5'11,172lbs,540K
A. Tecpanécatl,20,58,68,1K,1442,Right,1,3,3,RW,5'7,154lbs,399K
M. Talbi,20,58,73,1K,1320,Right,1,3,2,CB,5'10,163lbs,656K
E. Herrera,19,58,74,1K,1562,Right,1,2,2,LB,5'8,150lbs,486K
J. Veyna,23,58,63,2K,1531,Right,1,3,2,CDM,5'11,168lbs,249K
M. Reinthaler,23,58,63,1K,1548,Right,1,3,2,CM,6'4,183lbs,259K
R. Benz,22,58,66,1K,885,Right,1,3,1,GK,6'2,174lbs,231K
R. Fitzsimons,24,58,64,2K,1000,Right,1,3,1,GK,6'1,165lbs,254K
L. Desmond,23,58,65,1K,1545,Left,1,3,2,LCB,6'0,165lbs,263K
N. Strunck,18,58,71,1K,1576,Right,1,4,2,CM,6'1,163lbs,431K
H. Arellano,20,58,70,1K,1456,Left,1,2,2,CB,5'11,165lbs,340K
M. Sevimler,19,58,72,1K,1383,Right,1,3,2,ST,6'0,152lbs,735K
D. Becker,20,58,68,2K,1574,Left,1,3,2,CM,5'7,146lbs,340K
Kim Jung Ho,23,58,65,1K,1407,Right,1,3,2,CB,6'2,185lbs,218K
B. Barclay,21,58,68,4K,1232,Right,1,2,2,CB,6'2,172lbs,378K
H. Marcelin,18,58,74,1K,1273,Left,1,3,2,CB,6'6,187lbs,582K
M. Jørgensen,17,58,74,1K,1411,Right,1,3,2,ST,6'0,154lbs,469K
M. Beeney,22,58,66,1K,1009,Right,1,3,1,GK,6'6,181lbs,245K
R. Alm,22,58,64,1K,1553,Right,1,3,2,RW,5'9,154lbs,247K
A. Bakir,17,58,76,3K,1434,Right,1,3,3,RM,5'10,152lbs,581K
M. Bassouamina,20,58,69,1K,1381,Right,1,2,2,LW,5'8,146lbs,429K
S. Bose,22,58,66,0,1419,Left,1,3,2,LB,6'1,172lbs,
Maikel,28,58,58,1K,1543,Right,1,3,2,CAM,6'0,176lbs,163K
J. Urzúa,18,58,76,1K,1444,Right,1,3,2,RCM,5'8,150lbs,514K
B. Wiles,19,58,71,2K,1499,Right,1,3,2,CAM,5'9,146lbs,594K
Park Ji Soo,24,58,66,1K,1480,Right,1,3,2,LB,6'0,154lbs,232K
D. Liszka,18,58,68,1K,1486,Left,1,3,2,LM,5'9,172lbs,295K
M. Kumbulla,18,58,75,1K,1289,Right,1,3,2,CB,6'1,172lbs,534K
Cao Ziheng,23,58,64,2K,1552,Right,1,3,2,ST,5'9,148lbs,423K
Zhang Huachen,20,58,66,2K,1592,Right,1,3,2,CDM,5'9,148lbs,384K
C. Okoroji,21,58,67,2K,1456,Left,1,3,2,LB,5'10,159lbs,340K
S. Wamangituka,18,58,77,1K,1358,Right,1,3,2,ST,6'2,185lbs,618K
R. Way,28,58,58,1K,1603,Right,1,2,2,LB,6'0,194lbs,125K
Y. Takeoka,32,58,58,1K,1553,Right,1,4,2,RB,5'10,161lbs,91K
P. Marie,23,58,63,1K,1466,Right,1,3,2,RB,5'8,141lbs,214K
M. Trovato,20,58,73,1K,1543,Right,1,3,2,RW,6'0,165lbs,609K
Y. Urra,21,58,68,1K,944,Right,1,3,1,GK,6'2,190lbs,248K
A. Beestin,20,58,66,1K,1532,Right,1,3,2,ST,5'10,165lbs,371K
S. Kowalczyk,19,58,71,1K,1470,Right,1,3,2,RM,5'7,119lbs,474K
Zhang Xiuwei,22,58,64,2K,1588,Right,1,2,2,CDM,5'8,141lbs,353K
Martín,18,58,73,1K,1278,Right,1,3,2,CB,5'11,165lbs,678K
S. Sessegnon,18,58,77,3K,1461,Right,1,3,2,RB,5'9,152lbs,581K
Javi Rubio,19,58,70,1K,1350,Left,1,3,2,LM,5'11,165lbs,528K
K. Lebon,20,58,66,1K,1473,Right,1,3,2,LW,5'9,150lbs,371K
C. Pring,20,58,71,4K,1472,Left,1,2,2,LB,6'1,157lbs,
N. Ennis,19,58,75,4K,1412,Right,1,3,3,ST,5'11,176lbs,707K
J. Krahl,18,58,72,1K,913,Right,1,3,1,GK,6'4,181lbs,488K
H. Al Qahtani,23,58,65,3K,1622,Right,1,4,3,CM,5'10,148lbs,333K
J. Hardy,19,58,72,3K,1324,Right,1,3,2,ST,5'7,146lbs,707K
S. Córdova,21,58,67,5K,1431,Right,1,3,2,RM,5'8,143lbs,
Q. Roberts,23,58,65,1K,1053,Right,1,2,1,GK,6'0,201lbs,221K
Zhang Chenlong,25,58,61,2K,1535,Right,1,3,2,LB,5'9,143lbs,289K
J. Soñora,21,58,70,3K,1404,Right,1,3,2,LW,5'9,154lbs,
A. Al Aryani,22,58,69,4K,1490,Right,1,3,2,RM,5'8,170lbs,418K
S. Milewski,20,58,67,1K,1511,Right,1,2,2,CDM,5'9,168lbs,326K
A. Ba Masoud,22,58,67,2K,1545,Left,1,3,2,LWB,5'10,154lbs,315K
B. Verbong,18,58,70,1K,876,Right,1,2,1,GK,6'1,176lbs,264K
Ryang Yong Gi,36,58,58,1K,1575,Right,1,3,3,CF,5'8,159lbs,63K
S. Micolta,18,58,75,1K,1512,Right,1,2,2,ST,5'11,154lbs,514K
C. Huanca,17,58,76,1K,1353,Right,1,3,2,ST,6'0,154lbs,494K
D. Grootenhuis,21,58,67,1K,1540,Left,1,3,3,LM,5'7,154lbs,330K
T. Righetti,20,58,69,1K,1478,Right,1,3,2,CB,5'10,181lbs,314K
Zhang Chong,30,58,58,1K,963,Right,1,1,1,GK,6'4,176lbs,172K
G. Shaw,26,58,61,1K,1406,Right,1,3,2,ST,6'5,192lbs,260K
P. Camará,21,58,69,1K,1335,Right,1,3,2,LS,6'1,161lbs,429K
Y. Maeda,33,58,58,1K,1573,Right,1,5,2,CDM,5'9,152lbs,63K
C. Galvin,22,58,67,1K,1530,Right,1,3,3,LM,5'8,146lbs,350K
G. Smith,24,58,63,2K,1020,Left,1,3,1,GK,6'1,190lbs,219K
B. Stevenson,19,58,64,1K,1623,Right,1,3,2,CAM,6'0,161lbs,332K
M. Yamada,23,58,66,1K,1392,Right,1,2,2,CB,6'1,176lbs,232K
J. Schau,19,58,68,1K,1514,Right,1,5,2,CDM,5'10,165lbs,281K
D. Kelly,22,58,68,1K,1418,Right,1,2,2,RM,6'2,148lbs,350K
S. Guðjohnsen,20,58,68,1K,1340,Left,1,3,2,ST,6'3,176lbs,368K
W. Ebane,26,58,59,1K,1376,Left,1,3,2,LB,5'11,176lbs,219K
Cao Yongjing,21,58,68,2K,1661,Right,1,3,3,RM,5'11,161lbs,494K
L. Kouagba,24,58,63,1K,1307,Right,1,3,2,CB,6'0,179lbs,256K
T. Abraham,17,58,76,4K,1373,Right,1,3,2,ST,6'1,170lbs,631K
Pablo Cacharrón,21,58,70,1K,1059,Right,1,3,1,GK,6'0,168lbs,324K
J. Rodríguez,25,58,64,1K,1145,Right,1,2,1,GK,6'1,176lbs,247K
J. Doherty,22,58,69,1K,1488,Left,1,3,2,LB,5'10,154lbs,449K
T. Maya,21,58,68,1K,1438,Left,1,3,2,LB,5'9,157lbs,279K
Du Changjie,20,58,65,2K,1581,Right,1,3,2,ST,5'10,176lbs,423K
J. Christensen,17,58,73,1K,1522,Right,1,3,2,CM,5'11,152lbs,469K
J. Anthony,18,58,73,4K,1443,Left,1,3,2,ST,5'9,137lbs,657K
J. Boote,18,58,71,4K,1585,Right,1,3,2,CM,5'9,139lbs,581K
T. Odusina,18,58,74,2K,1297,Right,1,2,2,CB,6'1,163lbs,606K
M. Pattier,22,58,66,1K,942,Right,1,2,1,GK,6'0,165lbs,273K
J. Cobián,19,58,67,1K,1419,Left,1,3,2,LM,5'9,154lbs,361K
Gao Huaze,20,58,64,2K,1565,Right,1,3,2,LM,5'10,150lbs,423K
D. Sugioka,19,58,70,1K,1453,Left,1,3,2,LWB,6'0,165lbs,276K
C. Månsson,37,58,58,1K,1070,Right,1,2,1,GK,6'2,194lbs,13K
D. Villa,20,58,66,2K,1445,Left,1,2,2,LM,5'7,154lbs,361K
R. Coughlan,21,58,69,1K,1499,Right,1,3,2,ST,5'10,165lbs,350K
A. Álvarez,19,58,70,1K,1494,Right,1,3,2,LB,5'9,154lbs,295K
A. Estupiñán,23,58,64,1K,1546,Right,1,3,2,CM,5'9,159lbs,264K
T. Al Kaabi,26,58,60,2K,1538,Right,1,3,2,CDM,5'5,137lbs,224K
H. Rodgers,21,58,64,1K,1421,Right,1,2,2,RB,6'2,174lbs,293K
S. Shome,20,58,66,1K,1595,Right,1,2,2,CM,5'10,152lbs,323K
T. Matsumoto,19,58,74,1K,1505,Right,1,3,2,CM,5'10,146lbs,506K
M. İnan,18,58,72,1K,1565,Right,1,3,2,CM,6'0,161lbs,683K
A. Little,21,58,69,1K,1597,Right,1,3,2,CM,5'8,139lbs,429K
J. Brinch,23,58,66,1K,1403,Right,1,3,2,RB,6'0,148lbs,232K
J. Osei-Tutu,19,58,74,4K,1464,Right,1,3,2,RB,5'10,159lbs,606K
Y. Emghames,20,58,71,3K,1419,Left,1,3,3,RM,5'9,152lbs,606K
A. Björnström,22,58,66,1K,1439,Right,1,3,2,LB,5'9,143lbs,232K
M. Donohue,20,58,71,1K,1448,Right,1,2,3,RM,5'10,128lbs,594K
M. Al Mufarrij,21,58,71,3K,1235,Left,1,2,2,CB,5'11,148lbs,
D. Cornell,27,58,61,2K,1007,Right,1,3,1,GK,6'2,174lbs,201K
T. Baller,19,58,73,2K,1408,Right,1,3,3,CAM,5'9,148lbs,655K
Park Kwang Il,27,58,58,1K,1399,Right,1,3,2,RM,5'9,150lbs,163K
Javi López,17,58,71,1K,1574,Right,1,3,2,CM,5'9,154lbs,457K
M. Heča,27,58,59,1K,1073,Right,1,2,1,GK,6'1,181lbs,228K
Y. Al Bakr,20,58,71,2K,1414,Right,1,3,2,RB,5'7,137lbs,501K
A. Sebald,21,58,67,1K,874,Right,1,3,1,GK,6'2,176lbs,248K
A. Gomez Mancini,17,58,76,2K,1543,Left,1,3,3,CAM,5'11,154lbs,656K
S. Santoro,18,58,78,1K,1699,Right,1,3,2,CM,5'11,163lbs,676K
A. Ba,20,58,66,1K,1440,Right,1,3,2,ST,5'9,176lbs,371K
Gui Hong,23,58,65,2K,1578,Right,1,3,2,ST,6'1,183lbs,423K
R. Lowry,24,58,60,1K,1345,Left,1,3,2,CB,5'11,154lbs,172K
R. Tugarev,19,58,69,1K,1582,Right,1,3,2,LM,5'7,139lbs,483K
F. Ourega,25,58,59,1K,1491,Right,1,3,2,RW,5'9,163lbs,274K
M. Salaba,18,58,71,1K,843,Right,1,2,1,GK,6'2,170lbs,374K
F. Maddaloni,23,58,64,1K,820,Right,1,2,1,GK,6'4,194lbs,254K
A. Barnes,21,58,69,2K,1537,Right,1,3,2,RB,6'1,168lbs,371K
R. Emanuelsson,26,58,62,1K,852,Right,1,3,1,GK,6'3,192lbs,159K
T. Robinson,20,58,72,1K,1495,Left,1,2,2,LB,5'8,150lbs,594K
L. O'Brien,19,58,72,3K,1458,Left,1,3,2,LDM,5'8,139lbs,
H. Evjen,18,58,70,1K,1486,Right,1,2,2,RW,5'9,154lbs,305K
E. Aiwu,17,58,76,1K,1453,Right,1,3,2,RCB,6'0,170lbs,477K
M. Lund,21,58,67,1K,1414,Right,1,2,2,RB,6'1,165lbs,332K
E. Kaja,20,58,67,1K,1621,Right,1,3,2,CAM,5'10,172lbs,
A. Curry,21,58,73,3K,1397,Left,1,2,2,CB,6'2,187lbs,631K
P. Sokołowski,23,58,64,1K,1498,Right,1,3,2,CDM,5'11,161lbs,233K
A. Kaltoft,20,58,70,1K,1234,Right,1,3,2,RCB,6'4,172lbs,290K
E. Linthorst,18,58,70,1K,1550,Right,1,2,2,CM,6'0,161lbs,347K
B. Lekström,37,58,58,1K,1011,Right,1,3,1,GK,6'3,190lbs,13K
L. Schneider,18,58,76,1K,1574,Right,1,3,2,CB,6'0,170lbs,498K
Han Feng,34,58,58,2K,1187,Right,1,2,1,GK,6'2,152lbs,108K
D. Ogawa,26,58,58,1K,1547,Right,1,3,3,LM,5'8,161lbs,175K
F. Quiroz,20,58,68,1K,1434,Right,1,2,2,RW,5'9,161lbs,326K
S. Steijn,16,58,72,1K,1470,Right,1,3,3,CAM,5'8,134lbs,
L. Ketterer,24,58,62,1K,972,Right,1,1,1,GK,6'3,181lbs,189K
A. Nilsson,24,58,60,1K,1388,Right,1,5,2,LB,5'9,150lbs,172K
L. Perrin,19,58,73,2K,1356,Right,1,3,2,CB,6'2,157lbs,631K
C. Coll,26,58,59,1K,1509,Left,1,2,2,LB,5'10,141lbs,195K
C. Camacho,23,58,64,2K,1653,Right,1,3,2,RM,5'10,165lbs,323K
S. Sørløkk,21,58,65,1K,1561,Right,1,4,2,CM,6'2,163lbs,261K
N. Awassi,20,58,71,1K,1362,Right,1,3,2,CB,6'4,183lbs,457K
R. Hirakawa,18,58,78,1K,1498,Right,1,3,2,CM,5'9,159lbs,585K
C. Cooke,25,58,63,1K,1304,Right,1,3,2,ST,6'1,168lbs,310K
P. van der Vlag,40,58,58,1K,965,Right,1,3,1,GK,6'1,168lbs,15K
R. Borges,26,58,60,0,1426,Right,1,3,2,CDM,6'1,165lbs,
T. Nijhuis,19,58,66,1K,862,Right,1,3,1,GK,6'5,183lbs,238K
L. Bogdan,22,58,65,1K,1290,Right,1,2,2,CB,6'5,168lbs,525K
L. Wildin,20,58,66,1K,1547,Right,1,3,2,RB,5'10,165lbs,312K
M. Lillebo,23,58,63,1K,1424,Right,1,3,2,ST,6'0,163lbs,225K
R. Kim,21,58,68,1K,873,Right,1,2,1,GK,6'3,181lbs,232K
M. Irigoyemborde,23,58,64,1K,1692,Left,1,3,2,CM,5'10,159lbs,332K
T. Ominami,20,57,72,1K,1302,Right,1,3,2,LCB,6'0,159lbs,563K
I. Angulo,19,57,78,1K,1491,Right,1,3,2,LS,5'7,137lbs,564K
G. Carvajal,18,57,77,1K,1449,Right,1,3,2,CDM,5'11,159lbs,447K
C. Akono,18,57,75,1K,1492,Left,1,2,2,CF,6'3,174lbs,457K
S. Pabón,22,57,65,1K,856,Right,1,2,1,GK,6'2,174lbs,176K
C. Donovan,22,57,70,1K,1212,Left,1,2,2,CB,6'2,176lbs,383K
Park Jung Ho,21,57,67,1K,1506,Right,1,3,2,CB,6'0,165lbs,225K
R. Kehr,18,57,76,3K,1398,Left,1,3,2,ST,6'2,176lbs,512K
M. Soumaré,20,57,67,1K,1408,Right,1,2,2,RB,6'1,174lbs,273K
S. Pirkl,21,57,67,1K,1382,Left,1,3,2,CDM,5'9,152lbs,248K
J. Senior,21,57,64,1K,1410,Left,1,3,2,LB,5'8,139lbs,234K
S. Jiménez,20,57,74,1K,1399,Right,1,2,2,RB,5'9,154lbs,395K
T. Nagura,20,57,73,1K,1478,Right,1,4,3,CAM,5'6,139lbs,431K
S. Seedorf,20,57,72,1K,1399,Right,1,4,3,RM,5'8,150lbs,546K
N. Böhmer,18,57,69,2K,1317,Right,1,4,2,CB,5'10,154lbs,285K
N. Insfrán,23,57,65,1K,883,Right,1,2,1,GK,5'11,183lbs,187K
J. Barjonas,19,57,75,3K,1527,Right,1,3,2,CM,5'8,159lbs,
L. Ntumba,17,57,79,1K,898,Left,1,2,1,GK,6'4,172lbs,570K
K. O'Connell,18,57,69,4K,1479,Right,1,3,2,LM,5'9,141lbs,357K
M. Bird,17,57,78,3K,1465,Left,1,2,2,CM,6'0,150lbs,638K
B. Tozer,28,57,57,2K,1596,Right,1,3,2,CB,6'1,179lbs,140K
M. Tokida,20,57,64,1K,1294,Left,1,3,2,CB,6'2,179lbs,189K
V. Vanbaleghem,21,57,65,1K,1471,Right,1,2,2,CM,6'1,181lbs,254K
H. Hawsawi,20,57,70,2K,1283,Right,1,3,2,CB,6'0,168lbs,410K
B. Bashir,20,57,66,2K,1426,Right,1,3,2,CDM,5'10,165lbs,259K
G. Volpe,22,57,64,1K,870,Right,1,2,1,GK,6'2,183lbs,198K
C. Manicone,20,57,72,1K,1417,Right,1,3,2,ST,6'0,172lbs,477K
M. Herrera,30,57,57,1K,1320,Right,1,2,2,CB,5'11,161lbs,108K
J. Caballero,20,57,69,1K,1507,Right,1,3,2,RM,5'11,159lbs,295K
Kim Min Jun,25,57,60,1K,1509,Right,1,3,2,CM,5'10,157lbs,172K
S. Seddon,20,57,73,3K,1383,Left,1,2,2,LB,5'10,150lbs,
